URL: /califirnew, Método: GET, Tiempo de respuesta: 155.4101ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2305ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4082ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.9684ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3033ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.3174ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9939ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5497ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5608ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8733ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6838ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7857ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.1543ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9004ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1603ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4949ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 27.1395ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 27.3139ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 28.8138ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.3204ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8385ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6055ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4178ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1739ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6361ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1699ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1401ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8531ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.1026ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9255ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6504ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9199ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.5439ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1794ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6914ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7083ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0012ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0882ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4627ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3852ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.435ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.1476ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8706ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8733ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3298ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7661ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5928ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4476ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4133ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7208ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.0534ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.351ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4424ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5166ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9259ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2558ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8371ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0836ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2629ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4577ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9556ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2662ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.328ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9406ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5772ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8287ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6254ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1133ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3978ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1466ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3217ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1696ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4979ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9145ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.47ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0098ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3908ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8601ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7642ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5522ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4433ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0534ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.3871ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5869ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1555ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.732ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7654ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0393ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7722ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1536ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7163ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6913ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6408ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7419ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2689ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9524ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0616ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2723ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9785ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9937ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.88ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9544ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3673ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1556ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9979ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3732ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1837ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.573ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.7137ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3032ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1402ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.022ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0646ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5621ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0969ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7663ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9801ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6272ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8098ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0322ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7561ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0297ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3753ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2705ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4881ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9684ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.1715ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8877ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8401ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.796ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1892ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9095ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1727ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6127ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0811ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6311ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2675ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3886ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3593ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2697ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.9913ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1879ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.6468ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.856ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.914ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4934ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8719ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8301ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4032ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.976ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1883ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9812ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4004ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0549ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5836ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0412ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4759ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9566ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7591ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.243ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4909ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7984ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5116ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5211ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.728ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5375ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.397ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2004ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.541ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2293ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9143ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9631ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2554ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.128ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2086ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5581ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9796ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9745ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4147ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.717ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9353ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3655ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5925ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2089ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.6715ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2584ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8539ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7236ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8656ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8655ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4762ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6103ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0533ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1107ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8058ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2355ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.1558ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4087ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3027ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8136ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2148ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.36ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.9701ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1529ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8743ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2539ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7678ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7142ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5216ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1957ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 25.8239ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.1772ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8688ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3696ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2338ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3505ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.2321ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4711ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2628ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.216ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3446ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9441ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.906ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9153ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4504ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4024ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8888ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.0165ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7971ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7646ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6289ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1646ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7953ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5776ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5706ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2234ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8362ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0978ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3251ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5865ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8648ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4584ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1574ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8266ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5243ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0687ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9377ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9291ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8642ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8083ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9614ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3776ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0798ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6247ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0961ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5152ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3876ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3185ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7958ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4684ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8961ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5913ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8864ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.782ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.692ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0158ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7195ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4304ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8297ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3366ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0514ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8621ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.443ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4637ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0442ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.5556ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8728ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7514ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.239ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0849ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1529ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4366ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3801ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6563ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.985ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3569ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1814ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3434ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2554ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.51ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7794ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3202ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3142ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1687ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5573ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4351ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4374ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8067ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8384ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9671ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9572ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5489ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4725ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1612ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5505ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9421ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0462ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0326ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5222ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3707ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2991ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8972ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9155ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9433ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.5341ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.9949ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5847ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8988ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2597ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8236ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8081ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2969ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5288ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.549ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0346ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.9911ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5319ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0655ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6088ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.9525ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 27.2962ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1064ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5525ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9982ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.2216ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6968ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.0718ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4584ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1917ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5172ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6286ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0811ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4817ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1525ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9331ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8689ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1045ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7517ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4715ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9863ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8061ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3031ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0174ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0026ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8888ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7466ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9778ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6473ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9819ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.7674ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7496ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1464ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7768ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5061ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3169ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9843ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1347ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2239ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5222ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9872ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1758ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2781ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9852ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5647ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5689ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2195ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1783ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4165ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4504ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6585ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8163ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5192ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5656ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8938ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6635ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4486ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4366ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6888ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.2327ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.462ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8923ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0431ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.77ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3119ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7377ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.1653ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2472ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.888ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.682ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0378ms
